article,name,birth,death,nationality,notable_21_century_works,era
Alicia_Terzian,Alicia Terzian,1934,,Argentine,,21st-century classical
Bernhard_Lewkovitch,Bernhard Lewkovitch,1927,,Danish,,21st-century classical
Bill_Smith_(jazz_musician),William O. Smith,1926,2020,American,,21st-century classical
Natela_Svanidze,Natela Svanidze,1926,,Georgian,,21st-century classical
Karl_Kohn,Karl Kohn,1926,,American,,21st-century classical
Oldřich_František_Korte,Oldřich František Korte,1926,2014,Czech,,21st-century classical
Cornel_Trăilescu,Cornel Trăilescu,1926,,Romanian,,21st-century classical
Hans_Otte,Hans Otte,1926,2007,German,,21st-century classical
Janet_Maguire,Janet Maguire,1927,,Austrian,,21st-century classical
Robert_Wykes,Robert Wykes,1926,,American,,21st-century classical
Pieter_van_der_Staak,Pieter van der Staak,1930,2007,Dutch,,21st-century classical
Derek_Holman,Derek Holman,1931,2019,English,,21st-century classical
Du_Mingxin,Du Mingxin,1928,,Chinese,,21st-century classical
Zana_Clarke,Zana Clarke,1965,,Australian,,21st-century classical
Krystyna_Moszumańska-Nazar,Krystyna Moszumańska-Nazar,1924,2009,Polish,,21st-century classical
Bernard_Vitet,Bernard Vitet,1934,2013,French,,21st-century classical
David_Farquhar,David Farquhar,1928,2007,New Zealander,,21st-century classical
Betty_Roe,Betty Roe,1930,,English,,21st-century classical
Ramon_Sender,Ramon Sender,1934,,Spanish,,21st-century classical
Todor_Skalovski,Todor Skalovski,1909,2004,Macedonian,,21st-century classical
Hans-Joachim_Hespos,Hans-Joachim Hespos,1938,,German,,21st-century classical
Nancy_Laird_Chance,Nancy Laird Chance,1931,,American,,21st-century classical
Louis_W._Ballard,Louis W. Ballard,1931,2007,American,,21st-century classical
Martin_Boykan,Martin Boykan,1931,,American,"Piano Trio No. 3, Rites of Passage; Piano Sonata No. 3; Sonata for violin and piano No. 2",21st-century classical
Josef_Anton_Riedl,Josef Anton Riedl,1929,2016,German,,21st-century classical
Colin_Mawby,Colin Mawby,1936,2019,English,,21st-century classical
Antoinette_Kirkwood,Antoinette Kirkwood,1930,2014,English,,21st-century classical
Ryōhei_Hirose,Ryōhei Hirose,1930,2008,Japanese,,21st-century classical
Nathaniel_Stookey,Nathaniel Stookey,1970,,American,"YTTE, Junkestra, The Composer Is Dead",21st-century classical
Conrad_Tao,Conrad Tao,1994,,American,,21st-century classical
Tison_Street,Tison Street,1943,,American,,21st-century classical
Dana_Wilson,Dana Wilson,1946,,American,,21st-century classical
Gloria_Wilson_Swisher,Gloria Wilson Swisher,1935,,American,,21st-century classical
Alejandro_Núñez_Allauca,Alejandro Núñez Allauca,1943,,Peruvian,,21st-century classical
Donald_Harris_(composer),Donald Harris,1931,2016,American,,21st-century classical
José_Maceda,José Maceda,1917,2004,Filipino,,21st-century classical
Pertti_Jalava,Pertti Jalava,1960,,Finnish,,21st-century classical
Snaffu_Rigor,Snaffu Rigor,1946,2016,Filipino,,21st-century classical
Lucio_D._San_Pedro,Lucio D. San Pedro,1913,2002,Filipino,,21st-century classical
Lucrecia_Roces_Kasilag,Lucrecia Roces Kasilag,1917,2008,Filipino,,21st-century classical
Jonas_Baes,Jonas Baes,1961,,Philippine,,21st-century classical
Sunleif_Rasmussen,Sunleif Rasmussen,1961,,Faroese,,21st-century classical
Tróndur_Bogason,Tróndur Bogason,1976,,Faroese,,21st-century classical
Erling_Bjerno,Erling Bjerno,1929,,Danish,,21st-century classical
Raymond_Warren,Raymond Warren,1928,,British,,21st-century classical
Antonio_Braga,Antonio Braga,1929,2009,Italian,,21st-century classical
Henk_van_Lijnschooten,Henk van Lijnschooten,1928,2006,Dutch,,21st-century classical
Augustyn_Bloch,Augustyn Bloch,1929,2006,Polish,,21st-century classical
Leonard_Kastle,Leonard Kastle,1929,2011,American,,21st-century classical
Aleksandar_Džambazov,Aleksandar Džambazov,1936,,Macedonian,,21st-century classical
Luis_Advis,Luis Advis,1935,2004,Chilean,,21st-century classical
Shinkichi_Mitsumune,Shinkichi Mitsumune,1963,,Japanese,,21st-century classical
Maria_Dolores_Malumbres,Maria Dolores Malumbres,1931,2019,Spanish,,21st-century classical
Muhal_Richard_Abrams,Muhal Richard Abrams,1930,2017,American,,21st-century classical
Petar_Bergamo,Petar Bergamo,1930,,Croatian,,21st-century classical
Heinz_Winbeck,Heinz Winbeck,1946,2019,German,,21st-century classical
Claude_Bolling,Claude Bolling,1930,,French,,21st-century classical
Brenda_Hutchinson,Brenda Hutchinson,1954,,American,,21st-century classical
Erika_Fox,Erika Fox,1936,,British,,21st-century classical
Gisèle_Barreau,Gisèle Barreau,1948,,French,,21st-century classical
Ho_Wai-On,Ho Wai-On,1946,,British,,21st-century classical
Maria_Dziewulska,Maria Dziewulska,1909,2006,Polish,,21st-century classical
Lina_Pires_de_Campos,Lina Pires de Campos,1918,2003,Brazilian,,21st-century classical
Ann_Carr-Boyd,Ann Carr-Boyd,1938,,Australian,,21st-century classical
Malcolm_Goldstein,Malcolm Goldstein,1936,,American,,21st-century classical
Édith_Canat_de_Chizy,Édith Canat de Chizy,1950,,French,,21st-century classical
Maura_Bosch,Maura Bosch,1958,,American,,21st-century classical
Dorothy_Quita_Buchanan,Dorothy Quita Buchanan,1945,,New Zealander,,21st-century classical
Hilda_Dianda,Hilda Dianda,1925,,Argentine,,21st-century classical
Gene_Bowen,Gene Bowen,1950,,American,,21st-century classical
Zhanneta_Metallidi,Zhanneta Metallidi,1934,2019,Russian,,21st-century classical
Ig_Henneman,Ig Henneman,1945,,Dutch,,21st-century classical
Beatriz_Lockhart,Beatriz Lockhart,1944,2015,Uruguayan,,21st-century classical
Michel_Rateau,Michel Rateau,1938,,French,,21st-century classical
Felicia_Donceanu,Felicia Donceanu,1931,,Romanian,,21st-century classical
Arif_Mirzayev,Arif Mirzayev,1944,,Azerbaijani,,21st-century classical
Frederick_A._Fox,Frederick A. Fox,1931,2011,American,,21st-century classical
Elaine_Barkin,Elaine Barkin,1932,,American,,21st-century classical
Thomas_Rajna,Thomas Rajna,1928,,Hungarian,,21st-century classical
Neely_Bruce,Neely Bruce,1944,,American,,21st-century classical
Claire_Renard,Claire Renard,1944,,French,,21st-century classical
Joseph_Twist,Joseph Twist,1982,,Australian,,21st-century classical
Diane_Thome,Diane Thome,1942,,American,,21st-century classical
Tatyana_Chudova,Tatyana Chudova,1944,,Russian,,21st-century classical
Jonathan_Kramer,Jonathan Kramer,1942,2004,American,,21st-century classical
Sandor_Kalloś,Sandor Kalloś,1935,,Russian,,21st-century classical
Rudolf_Komorous,Rudolf Komorous,1931,,Canadian,,21st-century classical
Isabel_Aretz,Isabel Aretz,1909,2005,Argentine-Venezuelan,,21st-century classical
George_Tibbits,George Tibbits,1933,2008,Australian,,21st-century classical
John_Sanders_(musician),John Sanders,1933,2003,English,,21st-century classical
Miguel_Ángel_Coria,Miguel Ángel Coria,1937,2016,Spanish,,21st-century classical
Roland_Trogan,Roland Trogan,1933,2012,American,,21st-century classical
Khayyam_Mirzazade,Khayyam Mirzazade,1935,2018,Azerbaijani,,21st-century classical
Brenton_Broadstock,Brenton Broadstock,1952,,Australian,,21st-century classical
Bertram_Turetzky,Bertram Turetzky,1933,,American,,21st-century classical
Zbigniew_Bargielski,Zbigniew Bargielski,1937,,Polish,,21st-century classical
Michael_Brimer,Michael Brimer,1933,,Australian,,21st-century classical
David_Cornwall,David Cornwall,1937,2006,American,,21st-century classical
Trisutji_Kamal,Trisutji Kamal,1936,,Indonesian,,21st-century classical
Lucrecia_Roces_Kasilag,Lucrecia Roces Kasilag,1918,2008,Filipino,,21st-century classical
Vânia_Dantas_Leite,Vânia Dantas Leite,1945,2018,Brazilian,,21st-century classical
Cynthia_Cozette_Lee,Cynthia Cozette Lee,1953,,American,,21st-century classical
Dmitry_Smolsky,Dmitry Smolsky,1937,2017,Belarusian,,21st-century classical
Clarisse_Leite,Clarisse Leite,1917,2003,Brazilian,,21st-century classical
Joop_Stokkermans,Joop Stokkermans,1937,2012,Dutch,,21st-century classical
Stephen_Jaffe,Stephen Jaffe,1954,,American,,21st-century classical
Young-ja_Lee,Young-ja Lee,1931,,South Korean,,21st-century classical
Antony_le_Fleming,Antony le Fleming,1941,,English,,21st-century classical
Philip_Krumm,Philip Krumm,1941,,American,,21st-century classical
Paul_Alan_Levi,Paul Alan Levi,1941,,American,,21st-century classical
Wang_Xilin,Wang Xilin,1937,,Chinese,,21st-century classical
Guy_Woolfenden,Guy Woolfenden,1937,2016,English,,21st-century classical
Olly_Wilson,Olly Wilson,1937,2018,American,,21st-century classical
Ole_Buck,Ole Buck,1945,,Danish,,21st-century classical
Ma_Shui-long,Ma Shui-long,1939,2015,Taiwanese,,21st-century classical
Inger_Wikström,Inger Wikström,1939,,Swedish,,21st-century classical
Younghi_Pagh-Paan,Younghi Pagh-Paan,1945,,South Korean,,21st-century classical
Misha_Geller,Misha Geller,1937,2007,Russian,,21st-century classical
Alexander_Yossifov,Alexander Yossifov,1940,2016,Bulgarian,,21st-century classical
Serge_Tcherepnin,Serge Tcherepnin,1941,,American,,21st-century classical
Adrienne_Albert,Adrienne Albert,1941,,American,,21st-century classical
Izabella_Arazova,Izabella Arazova,1936,,Armenian,,21st-century classical
Judith_Margaret_Bailey,Judith Margaret Bailey,1941,,English,,21st-century classical
Anđelka_Bego-Šimunić,Anđelka Bego-Šimunić,1941,,Bosnian,,21st-century classical
Jocy_de_Oliveira,Jocy de Oliveira,1936,,Brazilian,,21st-century classical
Daniel_Steven_Crafts,Daniel Steven Crafts,1949,,American,,21st-century classical
Maria_Helena_Rosas_Fernandes,Maria Helena Rosas Fernandes,1933,,Brazilian,,21st-century classical
Silvia_Sommer,Silvia Sommer,1944,,Austrian,,21st-century classical
Clotilde_Rosa,Clotilde Rosa,1930,2017,Portuguese,,21st-century classical
María_Luisa_Ozaita,María Luisa Ozaita,1939,2017,Spanish,,21st-century classical
Adelaide_Pereira_da_Silva,Adelaide Pereira da Silva,1928,,Brazilian,,21st-century classical
Shoshana_Riseman,Shoshana Riseman,1948,,Israeli,,21st-century classical
Lyudmila_Karpawna_Shleh,Lyudmila Karpawna Shleh,1948,,Belarusian,,21st-century classical
Barton_McLean,Barton McLean,1938,,American,,21st-century classical
Caroline_Shaw,Caroline Shaw,1982,,American,Partita for 8 Voices,21st-century classical
Graciela_Paraskevaidis,Graciela Paraskevaidis,1940,2017,Argentine,,21st-century classical
Rocco_Di_Pietro,Rocco Di Pietro,1949,,Italian,,21st-century classical
Nicola_Piovani,Nicola Piovani,1946,,Italian,,21st-century classical
David_Conte,David Conte,1955,,American,,21st-century classical
Marta_Lambertini,Marta Lambertini,1937,2019,Argentine,,21st-century classical
Richard_Nanes,Richard Nanes,1941,2009,American,,21st-century classical
Junko_Mori_(composer),Junko Mori,1948,,Japanese,,21st-century classical
Robert_Xavier_Rodriguez,Robert Xavier Rodriguez,1946,,American,,21st-century classical
Mieko_Shiomi_(composer),Mieko Shiomi,1938,,Japanese,,21st-century classical
Logan_Richardson,Logan Richardson,1980,,American,,21st-century classical
Carla_Scaletti,Carla Scaletti,1956,,American,,21st-century classical
Lee_Santana,Lee Santana,1959,,American,,21st-century classical
Victor_Rosenbaum,Victor Rosenbaum,1941,,American,,21st-century classical
James_Romig,James Romig,1971,,American,,21st-century classical
Andrea_Reinkemeyer,Andrea Reinkemeyer,1976,,American,,21st-century classical
Beatrice_Ohanessian,Beatrice Ohanessian,1927,2008,Iraqi Armenian,,21st-century classical
Sally_Johnston_Reid,Sally Johnston Reid,1948,,American,,21st-century classical
Christian_Heim,Christian Heim,1960,,Australian,,21st-century classical
Neil_Rolnick,Neil Rolnick,1947,,American,,21st-century classical
Jon_Hassell,Jon Hassell,1937,,American,,21st-century classical
Sook-Ja_Oh,Sook-Ja Oh,1941,,Korean,,21st-century classical
Pierrette_Mari,Pierrette Mari,1929,,French,,21st-century classical
Magaly_Ruiz,Magaly Ruiz,1941,,Cuban,,21st-century classical
Denise_Kelly,Denise Kelly,1954,,Irish,,21st-century classical
Ron_Nelson_(composer),Ron Nelson,1929,,American,,21st-century classical
Robert_Muczynski,Robert Muczynski,1929,2010,American,,21st-century classical
Marie_Samuelsson,Marie Samuelsson,1956,,Swedish,,21st-century classical
Jake_Heggie,Jake Heggie,1961,,American,,21st-century classical
Amada_Santos_Ocampo,Amada Santos Ocampo,1925,2009,Philippine,,21st-century classical
Lyell_Cresswell,Lyell Cresswell,1944,,New Zealander,,21st-century classical
Ian_Cugley,Ian Cugley,1945,2010,Australian,,21st-century classical
Ian_Cresswell,Ian Cresswell,1968,,Australian,,21st-century classical
Kyungsun_Suh,Kyungsun Suh,1942,,Korean,,21st-century classical
Rachel_Galinne,Rachel Galinne,1949,,Israeli,,21st-century classical
Gerda_Geertens,Gerda Geertens,1955,,Dutch,,21st-century classical
Lesia_Dychko,Lesia Dychko,1939,,Ukrainian,,21st-century classical
Alison_Bauld,Alison Bauld,1944,,Australian,,21st-century classical
Anatoly_Dokumentov,Anatoly Dokumentov,1937,,Russian,,21st-century classical
Åse_Hedstrøm,Åse Hedstrøm,1950,,Norwegian,,21st-century classical
Diamanda_Galás,Diamanda Galás,1955,,American,,21st-century classical
Alan_Bullard,Alan Bullard,1947,,English,,21st-century classical
Bruce_MacCombie,Bruce MacCombie,1943,2012,American,,21st-century classical
Diogenes_Rivas,Diogenes Rivas,1942,,Venezuelan,,21st-century classical
Douglas_Leedy,Douglas Leedy,1938,2015,American,,21st-century classical
Reinbert_de_Leeuw,Reinbert de Leeuw,1938,2020,Dutch,,21st-century classical
Jon_Appleton,Jon Appleton,1939,,American,,21st-century classical
David_Borden,David Borden,1938,,American,,21st-century classical
Elinor_Armer,Elinor Armer,1939,,American,,21st-century classical
Wojciech_Rybicki,Wojciech Rybicki,1942,,Polish,,21st-century classical
Daniel_Roth_(organist),Daniel Roth,1942,,French,,21st-century classical
Piera_Pistono,Piera Pistono,1938,,Italian,,21st-century classical
Tyzen_Hsiao,Tyzen Hsiao,1938,2015,Taiwanese,,21st-century classical
Givi_Gachechiladze,Givi Gachechiladze,1938,,Georgian,,21st-century classical
Simon_Preston,Simon Preston,1938,,English,,21st-century classical
Brian_Eno,Brian Eno,1948,,English,,21st-century classical
Charles_Boone_(composer),Charles Boone,1939,,American,,21st-century classical
Shigeaki_Saegusa,Shigeaki Saegusa,1942,,Japanese,,21st-century classical
Pedro_Iturralde,Pedro Iturralde,1929,,Spanish,,21st-century classical
Phillip_Houghton,Phillip Houghton,1954,,Australian,,21st-century classical
Eric_Jupp,Eric Jupp,1922,2003,British,,21st-century classical
Anthony_Linden_Jones,Anthony Linden Jones,1959,,Australian,,21st-century classical
Graham_Jenkin,Graham Jenkin,1938,,Australian,,21st-century classical
Iryna_Kyrylina,Iryna Kyrylina,1955,,Ukrainian,,21st-century classical
Renata_Kunkel,Renata Kunkel,1954,,Polish,,21st-century classical
Fiona_Joy_Hawkins,Fiona Joy Hawkins,1964,,Australian,,21st-century classical
Richard_Festinger,Richard Festinger,1948,,American,,21st-century classical
John_McGuire_(composer),John McGuire,1942,,American,,21st-century classical
Sorrel_Hays,Sorrel Hays,1941,,American,,21st-century classical
Priscilla_McLean,Priscilla McLean,1942,,American,,21st-century classical
Haruna_Miyake,Haruna Miyake,1942,,Japanese,,21st-century classical
Carin_Malmlöf-Forssling,Carin Malmlöf-Forssling,1916,2005,Swedish,,21st-century classical
Ivo_Josipović,Ivo Josipović,1957,,Croatian,,21st-century classical
Jean-Michel_Jarre,Jean-Michel Jarre,1948,,French,,21st-century classical
Maria_Teresa_Luengo,Maria Teresa Luengo,1940,,Argentine,,21st-century classical
Ken-Ichiro_Kobayashi,Ken-Ichiro Kobayashi,1940,,Japanese,,21st-century classical
Alojz_Ajdič,Alojz Ajdič,1939,,Slovenian,,21st-century classical
Kerstin_Jeppsson,Kerstin Jeppsson,1948,,Swedish,,21st-century classical
Theo_Jörgensmann,Theo Jörgensmann,1948,,German,,21st-century classical
Birgitte_Alsted,Birgitte Alsted,1942,,Danish,,21st-century classical
Zarrina_Mirshakar,Zarrina Mirshakar,1947,,Tajik,,21st-century classical
Ana_Lara,Ana Lara,1959,,Mexican,,21st-century classical
Fredric_Kroll,Fredric Kroll,1945,,American,,21st-century classical
Álvaro_Cassuto,Álvaro Cassuto,1938,,Portuguese,,21st-century classical
Shirish_Korde,Shirish Korde,1945,,American,,21st-century classical
Laura_Clayton,Laura Clayton,1943,,American,,21st-century classical
Hans_G._Helms,Hans G. Helms,1932,2012,German,,21st-century classical
Wendy_Mae_Chambers,Wendy Mae Chambers,1953,,American,,21st-century classical
Mikheil_Kobakhidze,Mikheil Kobakhidze,1939,2019,Georgian,,21st-century classical
Solange_Ancona,Solange Ancona,1943,,French,,21st-century classical
Chan-hae_Lee,Chan-hae Lee,1945,,South Korean,,21st-century classical
Trude_Rittmann,Trude Rittmann,1908,2005,German,,21st-century classical
Ann_Millikan,Ann Millikan,1963,,American,,21st-century classical
Avril_Anderson,Avril Anderson,1953,,English,,21st-century classical
Gary_Lee_Nelson,Gary Lee Nelson,1940,,American,,21st-century classical
Jean-Yves_Daniel-Lesur,Jean-Yves Daniel-Lesur,1908,2002,French,,21st-century classical
Adel_Kamel,Adel Kamel,1942,2003,Egyptian,,21st-century classical
Carlos_Sanchez-Gutierrez,Carlos Sanchez-Gutierrez,1964,,Mexican-American,,21st-century classical
Fred_Jonny_Berg,Fred Jonny Berg,1973,,Norwegian,,21st-century classical
Michael_Blake_(composer),Michael Blake,1951,,South African,,21st-century classical
Simon_Shaheen,Simon Shaheen,1955,,Palestinian-American,,21st-century classical
Richard_St._Clair,Richard St. Clair,1946,,American,,21st-century classical
John_Burke_(composer),John Burke,1951,2020,Canadian,,21st-century classical
Gentil_Montaña,Gentil Montaña,1942,2011,Colombian,,21st-century classical
Václav_Riedlbauch,Václav Riedlbauch,1947,2017,Czech,,21st-century classical
Nancy_Galbraith,Nancy Galbraith,1951,,American,,21st-century classical
James_Di_Pasquale,James Di Pasquale,1941,,American,,21st-century classical
